0.0 404
0.000107 3
-6.5e-05 83
2.5e-05 341
4.2e-05 208
-4.4e-05 226
-2.3e-05 372
0.000114 1
0.000103 2
-6.9e-05 69
4e-05 245
-9.2e-05 11
8.8e-05 30
6.1e-05 118
-4e-05 240
0.000126 1
9.9e-05 7
-0.000116 2
7.6e-05 45
-4.8e-05 181
5.9e-05 114
2.1e-05 354
9.5e-05 5
-1.1e-05 416
7.2e-05 52
-2.5e-05 327
0.000105 3
5.7e-05 138
3.4e-05 288
-1.3e-05 393
5.5e-05 130
-3.1e-05 286
-5.9e-05 104
8.4e-05 16
8e-06 427
1.7e-05 411
-2.7e-05 325
5.3e-05 144
6e-06 435
-8e-05 31
-3.8e-05 225
5.1e-05 161
-9.3e-05 17
-2.9e-05 317
-7.4e-05 38
-9.7e-05 13
-1.5e-05 396
-7.8e-05 33
1e-05 435
7.1e-05 55
-7.6e-05 48
-8.8e-05 10
0.000113 2
3.6e-05 259
9e-05 11
-8.2e-05 32
6.7e-05 90
-0.000105 3
-4e-06 422
0.000109 1
-6.3e-05 87
8.6e-05 24
-8.6e-05 15
-3.2e-05 301
4e-06 405
6.3e-05 82
-0.000109 2
2e-06 428
9.2e-05 19
-6.7e-05 69
8.2e-05 27
-9e-05 17
3.2e-05 274
-0.000113 3
0.000101 5
-7.1e-05 56
4.6e-05 186
7.8e-05 34
1.9e-05 364
1.5e-05 431
9.7e-05 18
7.4e-05 52
2.9e-05 293
0.000124 1
9.3e-05 16
-8e-06 432
-5.1e-05 158
3.8e-05 239
-6e-06 415
-5.3e-05 135
2.7e-05 341
-2e-06 397
-1.7e-05 384
0.000118 1
-0.000101 6
-7.2e-05 53
-8.4e-05 27
3.1e-05 294
-5.5e-05 120
1.3e-05 405
-3.4e-05 272
-5.7e-05 122
5e-05 154
-3.6e-05 226
1.1e-05 374
-9.5e-05 15
-4.2e-05 211
4.8e-05 167
-1.9e-05 362
-4.6e-05 176
-9.9e-05 4
-6.1e-05 99
-0.000137 1
2.3e-05 342
-1e-05 396
8e-05 23
6.9e-05 68
-0.000103 8
0.000111 1
-0.000114 1
4.4e-05 201
-2.1e-05 370
-5e-05 167
6.5e-05 66
-0.000107 2
