-0.00026226043701171875 611
-0.00016307830810546875 720
-0.00012493133544921875 1214
-0.00011157989501953125 633
-5.245208740234375e-05 628
-4.673004150390625e-05 607
-3.719329833984375e-05 624
-3.147125244140625e-05 673
-2.574920654296875e-05 1239
-1.430511474609375e-05 629
-1.239776611328125e-05 615
-8.58306884765625e-06 631
-6.67572021484375e-06 597
-9.5367431640625e-07 673
9.5367431640625e-07 667
6.67572021484375e-06 628
8.58306884765625e-06 627
1.239776611328125e-05 622
1.430511474609375e-05 618
2.574920654296875e-05 1190
3.147125244140625e-05 611
3.719329833984375e-05 648
4.673004150390625e-05 623
5.245208740234375e-05 609
0.00011157989501953125 602
0.00012493133544921875 1216
0.00016307830810546875 644
0.00026226043701171875 601
