5	-1.23743686708	1.59099025767
7	-1.87133480152	1.95837362950
9	-1.28466635632	2.39676559015
11	-0.74961212244	3.26270024515
13	-0.09582542944	3.63421516738
15	-0.17773522398	3.92841505795
17	-0.64868546491	3.80998455859
19	-1.48752722959	3.52455438692
21	-1.06180011824	3.79956763305
23	-0.27630222941	4.08788979835
25	-0.06051843912	4.11345892147
27	-0.01939838645	4.14708908020
29	-0.10041350351	4.14665288360
31	-0.56246334898	4.05879450505
33	-0.53861818567	4.07510010458
35	-0.09595651662	4.14798070142
37	-0.01271374559	4.17001774687
39	-0.01666723749	4.16598355729
41	-0.01840625020	4.15755624641
43	-0.15383548444	4.13410982645
45	-0.22438586439	4.12581748429
47	-0.09910889859	4.13905010241
49	-0.00034532870	4.15034694530
51	-0.00271188519	4.15118355974
53	-0.00329729137	4.14661264085
55	-0.02685825812	4.13848705978
57	-0.08155501284	4.13315515868
59	-0.05693730630	4.13449419303
61	-0.00000477815	4.13834832840
63	-0.00009481863	4.13994799404
65	-4.11815115510	0.09094823704
67	-0.00669959886	4.14766098433
69	-0.49398051229	4.03214353315
71	-2.07852730200	3.31287474665
73	-2.08363930551	2.45062837365
75	-2.01077001381	2.79602192552
77	-2.67306583944	1.57958722908
79	-2.51808058037	2.17574189772
81	-2.62526735431	2.10956364399
83	-2.75294837552	1.09347064341
85	-1.49059028754	2.39650857683
87	-1.27478247424	1.81826416346
89	-1.67028709297	1.93473283891
91	-1.92880919470	2.11175098596
93	-1.82081383470	1.67461475250
95	-1.92743917518	1.29474031419
97	-1.71762459961	1.83763837776
99	-1.62873228663	1.57382560981
101	-1.55338714373	1.74540820916
