4	-1.34164078650	1.34164078650
6	-2.00689419487	2.00689419487
8	-2.06040845923	2.06040845923
10	-2.72544533135	2.72544533135
12	-2.87884234845	2.87884234845
14	-2.92500514419	2.92500514419
16	-3.47629325577	3.47629325577
18	-3.45874309861	3.45874309861
20	-3.48696410145	3.48696410145
22	-3.77445943348	3.77445943348
24	-3.78743933015	3.78743933015
26	-3.77370706698	3.77370706698
28	-3.89589743340	3.89589743340
30	-3.92175708335	3.92175708335
32	-3.90677714236	3.90677714236
34	-3.95089764665	3.95089764665
36	-3.97062186298	3.97062186298
38	-3.96305138517	3.96305138517
40	-3.97722391090	3.97722391090
42	-3.98824132891	3.98824132891
44	-3.98567258427	3.98567258427
46	-3.98967942737	3.98967942737
48	-3.99497550594	3.99497550594
50	-3.99447637829	3.99447637829
52	-3.99544005734	3.99544005734
54	-3.99774295559	3.99774295559
56	-3.99785513962	3.99785513962
58	-3.99803025755	3.99803025755
60	-3.99895870263	3.99895870263
62	-3.99915050774	3.99915050774
64	-3.99916484571	3.99916484571
66	-3.98032276931	3.98032276931
68	-3.88892341927	3.88892341927
70	-3.25285192983	3.25285192983
72	-2.72091196304	2.72091196304
74	-2.18795790233	2.18795790233
76	-2.52960986944	2.52960986944
78	-2.79905368256	2.79905368256
80	-2.48212855259	2.48212855259
82	-2.18794553415	2.18794553415
84	-2.11626174358	2.11626174358
86	-1.94459423573	1.94459423573
88	-2.41757737753	2.41757737753
90	-2.18679919483	2.18679919483
92	-1.87231312184	1.87231312184
94	-1.94097953350	1.94097953350
96	-1.64972999881	1.64972999881
98	-2.15973913009	2.15973913009
100	-1.64555820546	1.64555820546
102	-1.46781153658	1.46781153658
