-2.47955322265625e-05 2
-2.288818359375e-05 1
-2.09808349609375e-05 3
-1.9073486328125e-05 20
-1.71661376953125e-05 53
-1.52587890625e-05 83
-1.33514404296875e-05 204
-1.1444091796875e-05 325
-9.5367431640625e-06 583
-7.62939453125e-06 968
-5.7220458984375e-06 1534
-3.814697265625e-06 2235
-1.9073486328125e-06 2609
0.0 2845
1.9073486328125e-06 2563
3.814697265625e-06 2099
5.7220458984375e-06 1537
7.62939453125e-06 1040
9.5367431640625e-06 583
1.1444091796875e-05 348
1.33514404296875e-05 203
1.52587890625e-05 91
1.71661376953125e-05 35
1.9073486328125e-05 30
2.09808349609375e-05 5
2.47955322265625e-05 1
