-0.0001659393310546875 2
-0.0001621246337890625 1
-0.00016021728515625 1
-0.000156402587890625 2
-0.0001544952392578125 2
-0.000152587890625 2
-0.0001506805419921875 3
-0.000148773193359375 3
-0.0001468658447265625 4
-0.00014495849609375 7
-0.0001430511474609375 3
-0.000141143798828125 10
-0.0001392364501953125 8
-0.0001373291015625 11
-0.0001354217529296875 7
-0.000133514404296875 8
-0.0001316070556640625 9
-0.00012969970703125 21
-0.0001277923583984375 16
-0.000125885009765625 22
-0.0001239776611328125 18
-0.0001220703125 29
-0.0001201629638671875 19
-0.000118255615234375 25
-0.0001163482666015625 25
-0.00011444091796875 36
-0.0001125335693359375 36
-0.000110626220703125 40
-0.0001087188720703125 47
-0.0001068115234375 46
-0.0001049041748046875 36
-0.000102996826171875 47
-0.0001010894775390625 47
-9.918212890625e-05 57
-9.72747802734375e-05 46
-9.5367431640625e-05 60
-9.34600830078125e-05 73
-9.1552734375e-05 73
-8.96453857421875e-05 74
-8.7738037109375e-05 86
-8.58306884765625e-05 82
-8.392333984375e-05 94
-8.20159912109375e-05 91
-8.0108642578125e-05 86
-7.82012939453125e-05 110
-7.62939453125e-05 126
-7.43865966796875e-05 123
-7.2479248046875e-05 101
-7.05718994140625e-05 129
-6.866455078125e-05 133
-6.67572021484375e-05 134
-6.4849853515625e-05 125
-6.29425048828125e-05 136
-6.103515625e-05 131
-5.91278076171875e-05 155
-5.7220458984375e-05 167
-5.53131103515625e-05 129
-5.340576171875e-05 168
-5.14984130859375e-05 171
-4.9591064453125e-05 199
-4.76837158203125e-05 183
-4.57763671875e-05 198
-4.38690185546875e-05 196
-4.1961669921875e-05 209
-4.00543212890625e-05 229
-3.814697265625e-05 242
-3.62396240234375e-05 239
-3.4332275390625e-05 214
-3.24249267578125e-05 250
-3.0517578125e-05 236
-2.86102294921875e-05 259
-2.6702880859375e-05 236
-2.47955322265625e-05 253
-2.288818359375e-05 246
-2.09808349609375e-05 275
-1.9073486328125e-05 267
-1.71661376953125e-05 266
-1.52587890625e-05 287
-1.33514404296875e-05 276
-1.1444091796875e-05 273
-9.5367431640625e-06 268
-7.62939453125e-06 265
-5.7220458984375e-06 255
-3.814697265625e-06 274
-1.9073486328125e-06 274
0.0 272
1.9073486328125e-06 291
3.814697265625e-06 255
5.7220458984375e-06 288
7.62939453125e-06 265
9.5367431640625e-06 288
1.1444091796875e-05 275
1.33514404296875e-05 280
1.52587890625e-05 285
1.71661376953125e-05 285
1.9073486328125e-05 276
2.09808349609375e-05 269
2.288818359375e-05 235
2.47955322265625e-05 228
2.6702880859375e-05 261
2.86102294921875e-05 231
3.0517578125e-05 270
3.24249267578125e-05 236
3.4332275390625e-05 250
3.62396240234375e-05 249
3.814697265625e-05 239
4.00543212890625e-05 194
4.1961669921875e-05 231
4.38690185546875e-05 220
4.57763671875e-05 180
4.76837158203125e-05 152
4.9591064453125e-05 159
5.14984130859375e-05 178
5.340576171875e-05 167
5.53131103515625e-05 162
5.7220458984375e-05 171
5.91278076171875e-05 140
6.103515625e-05 155
6.29425048828125e-05 141
6.4849853515625e-05 141
6.67572021484375e-05 131
6.866455078125e-05 157
7.05718994140625e-05 117
7.2479248046875e-05 109
7.43865966796875e-05 112
7.62939453125e-05 106
7.82012939453125e-05 104
8.0108642578125e-05 107
8.20159912109375e-05 84
8.392333984375e-05 89
8.58306884765625e-05 93
8.7738037109375e-05 98
8.96453857421875e-05 79
9.1552734375e-05 68
9.34600830078125e-05 61
9.5367431640625e-05 69
9.72747802734375e-05 54
9.918212890625e-05 55
0.0001010894775390625 46
0.000102996826171875 39
0.0001049041748046875 42
0.0001068115234375 42
0.0001087188720703125 50
0.000110626220703125 35
0.0001125335693359375 26
0.00011444091796875 39
0.0001163482666015625 35
0.000118255615234375 28
0.0001201629638671875 21
0.0001220703125 27
0.0001239776611328125 13
0.000125885009765625 15
0.0001277923583984375 17
0.00012969970703125 18
0.0001316070556640625 11
0.000133514404296875 11
0.0001354217529296875 15
0.0001373291015625 9
0.0001392364501953125 6
0.000141143798828125 3
0.0001430511474609375 7
0.000148773193359375 2
0.0001506805419921875 3
0.000152587890625 1
0.0001544952392578125 2
0.000156402587890625 1
0.00016021728515625 1
0.0001621246337890625 1
