-0.0001201629638671875 2
-0.0001163482666015625 1
-0.0001125335693359375 3
-0.000110626220703125 4
-0.0001087188720703125 2
-0.0001068115234375 2
-0.0001049041748046875 5
-0.000102996826171875 2
-0.0001010894775390625 4
-9.918212890625e-05 13
-9.72747802734375e-05 2
-9.5367431640625e-05 11
-9.34600830078125e-05 11
-9.1552734375e-05 12
-8.96453857421875e-05 27
-8.7738037109375e-05 24
-8.58306884765625e-05 20
-8.392333984375e-05 30
-8.20159912109375e-05 28
-8.0108642578125e-05 32
-7.82012939453125e-05 37
-7.62939453125e-05 41
-7.43865966796875e-05 48
-7.2479248046875e-05 48
-7.05718994140625e-05 63
-6.866455078125e-05 63
-6.67572021484375e-05 86
-6.4849853515625e-05 93
-6.29425048828125e-05 93
-6.103515625e-05 109
-5.91278076171875e-05 101
-5.7220458984375e-05 122
-5.53131103515625e-05 129
-5.340576171875e-05 132
-5.14984130859375e-05 124
-4.9591064453125e-05 156
-4.76837158203125e-05 148
-4.57763671875e-05 173
-4.38690185546875e-05 196
-4.1961669921875e-05 226
-4.00543212890625e-05 218
-3.814697265625e-05 248
-3.62396240234375e-05 277
-3.4332275390625e-05 244
-3.24249267578125e-05 287
-3.0517578125e-05 306
-2.86102294921875e-05 302
-2.6702880859375e-05 333
-2.47955322265625e-05 322
-2.288818359375e-05 353
-2.09808349609375e-05 349
-1.9073486328125e-05 397
-1.71661376953125e-05 377
-1.52587890625e-05 395
-1.33514404296875e-05 412
-1.1444091796875e-05 375
-9.5367431640625e-06 432
-7.62939453125e-06 428
-5.7220458984375e-06 417
-3.814697265625e-06 424
-1.9073486328125e-06 425
0.0 432
1.9073486328125e-06 379
3.814697265625e-06 454
5.7220458984375e-06 415
7.62939453125e-06 401
9.5367431640625e-06 400
1.1444091796875e-05 412
1.33514404296875e-05 441
1.52587890625e-05 358
1.71661376953125e-05 402
1.9073486328125e-05 385
2.09808349609375e-05 365
2.288818359375e-05 336
2.47955322265625e-05 367
2.6702880859375e-05 316
2.86102294921875e-05 286
3.0517578125e-05 327
3.24249267578125e-05 293
3.4332275390625e-05 260
3.62396240234375e-05 254
3.814697265625e-05 251
4.00543212890625e-05 259
4.1961669921875e-05 203
4.38690185546875e-05 187
4.57763671875e-05 179
4.76837158203125e-05 174
4.9591064453125e-05 164
5.14984130859375e-05 140
5.340576171875e-05 151
5.53131103515625e-05 148
5.7220458984375e-05 143
5.91278076171875e-05 116
6.103515625e-05 97
6.29425048828125e-05 81
6.4849853515625e-05 89
6.67572021484375e-05 77
6.866455078125e-05 62
7.05718994140625e-05 49
7.2479248046875e-05 60
7.43865966796875e-05 47
7.62939453125e-05 42
7.82012939453125e-05 31
8.0108642578125e-05 21
8.20159912109375e-05 25
8.392333984375e-05 27
8.58306884765625e-05 25
8.7738037109375e-05 17
8.96453857421875e-05 12
9.1552734375e-05 15
9.34600830078125e-05 21
9.5367431640625e-05 11
9.72747802734375e-05 10
9.918212890625e-05 6
0.0001010894775390625 8
0.000102996826171875 3
0.0001049041748046875 3
0.0001068115234375 4
0.0001087188720703125 4
0.000110626220703125 5
0.0001125335693359375 1
0.00011444091796875 2
0.000118255615234375 1
0.0001201629638671875 1
0.000125885009765625 1
