-0.01550292969	1
-0.01403808594	1
-0.01367187500	1
-0.01354980469	2
-0.01318359375	3
-0.01306152344	1
-0.01293945312	1
-0.01245117188	2
-0.01220703125	2
-0.01208496094	2
-0.01196289062	3
-0.01159667969	5
-0.01147460938	2
-0.01135253906	5
-0.01123046875	2
-0.01110839844	2
-0.01098632812	3
-0.01086425781	4
-0.01074218750	4
-0.01062011719	5
-0.01049804688	6
-0.01037597656	6
-0.01025390625	5
-0.01013183594	7
-0.01000976562	6
-0.00988769531	9
-0.00976562500	7
-0.00964355469	11
-0.00952148438	17
-0.00939941406	6
-0.00927734375	12
-0.00915527344	13
-0.00903320312	15
-0.00891113281	24
-0.00878906250	20
-0.00866699219	12
-0.00854492188	29
-0.00842285156	14
-0.00830078125	21
-0.00817871094	29
-0.00805664062	22
-0.00793457031	33
-0.00781250000	29
-0.00769042969	24
-0.00756835938	21
-0.00744628906	36
-0.00732421875	36
-0.00720214844	52
-0.00708007812	49
-0.00695800781	62
-0.00683593750	45
-0.00671386719	53
-0.00659179688	50
-0.00646972656	41
-0.00634765625	87
-0.00622558594	66
-0.00610351562	79
-0.00598144531	68
-0.00585937500	75
-0.00573730469	80
-0.00561523438	84
-0.00549316406	86
-0.00537109375	88
-0.00524902344	99
-0.00512695312	82
-0.00500488281	100
-0.00488281250	110
-0.00476074219	131
-0.00463867188	126
-0.00451660156	129
-0.00439453125	139
-0.00427246094	133
-0.00415039062	153
-0.00402832031	130
-0.00390625000	152
-0.00378417969	142
-0.00366210938	163
-0.00354003906	172
-0.00341796875	188
-0.00329589844	175
-0.00317382812	193
-0.00305175781	177
-0.00292968750	187
-0.00280761719	185
-0.00268554688	216
-0.00256347656	196
-0.00244140625	228
-0.00231933594	198
-0.00219726562	208
-0.00207519531	233
-0.00195312500	223
-0.00183105469	220
-0.00170898438	215
-0.00158691406	200
-0.00146484375	210
-0.00134277344	250
-0.00122070312	263
-0.00109863281	252
-0.00097656250	253
-0.00085449219	249
-0.00073242188	258
-0.00061035156	264
-0.00048828125	257
-0.00036621094	318
-0.00024414062	239
-0.00012207031	270
0.00000000000	259
0.00012207031	261
0.00024414062	274
0.00036621094	266
0.00048828125	246
0.00061035156	249
0.00073242188	278
0.00085449219	233
0.00097656250	249
0.00109863281	242
0.00122070312	245
0.00134277344	228
0.00146484375	211
0.00158691406	241
0.00170898438	215
0.00183105469	250
0.00195312500	226
0.00207519531	217
0.00219726562	232
0.00231933594	220
0.00244140625	226
0.00256347656	231
0.00268554688	190
0.00280761719	190
0.00292968750	164
0.00305175781	198
0.00317382812	181
0.00329589844	214
0.00341796875	182
0.00354003906	161
0.00366210938	155
0.00378417969	161
0.00390625000	140
0.00402832031	141
0.00415039062	122
0.00427246094	112
0.00439453125	131
0.00451660156	137
0.00463867188	135
0.00476074219	102
0.00488281250	109
0.00500488281	122
0.00512695312	129
0.00524902344	88
0.00537109375	83
0.00549316406	83
0.00561523438	102
0.00573730469	91
0.00585937500	83
0.00598144531	72
0.00610351562	66
0.00622558594	63
0.00634765625	61
0.00646972656	55
0.00659179688	61
0.00671386719	59
0.00683593750	41
0.00695800781	43
0.00708007812	46
0.00720214844	39
0.00732421875	27
0.00744628906	40
0.00756835938	39
0.00769042969	35
0.00781250000	25
0.00793457031	29
0.00805664062	20
0.00817871094	19
0.00830078125	24
0.00842285156	26
0.00854492188	14
0.00866699219	21
0.00878906250	19
0.00891113281	13
0.00903320312	14
0.00915527344	15
0.00927734375	16
0.00939941406	14
0.00952148438	11
0.00964355469	7
0.00976562500	4
0.00988769531	7
0.01000976562	3
0.01013183594	6
0.01025390625	6
0.01037597656	5
0.01049804688	7
0.01062011719	2
0.01074218750	8
0.01086425781	3
0.01098632812	4
0.01110839844	5
0.01123046875	4
0.01135253906	1
0.01147460938	3
0.01159667969	3
0.01171875000	5
0.01184082031	3
0.01196289062	3
0.01208496094	1
0.01220703125	1
0.01232910156	2
0.01245117188	2
0.01257324219	3
0.01269531250	1
0.01281738281	3
0.01293945312	1
0.01391601562	1
0.01416015625	1
0.01525878906	1
