0.0 257
0.000107 55
-6.5e-05 130
5e-05 206
2.1e-05 278
-4.4e-05 205
-3.6e-05 218
0.000145 11
-0.000111 22
0.000114 42
-0.00013 8
0.000103 74
-6.9e-05 93
4e-05 221
-2.3e-05 203
0.000137 10
6.1e-05 170
-4e-05 222
0.000126 30
9.9e-05 77
-0.000116 16
7.6e-05 119
-6e-06 285
9.2e-05 98
5.9e-05 187
4.2e-05 205
9.5e-05 79
-1.1e-05 219
3.6e-05 217
-2.5e-05 236
5.7e-05 167
-0.000139 1
7.2e-05 135
1.7e-05 299
-1.3e-05 276
5.5e-05 200
-3.1e-05 243
-0.000118 25
-5.9e-05 126
0.000151 5
-9.2e-05 66
8.4e-05 113
2e-06 284
3.4e-05 231
-2.7e-05 239
5.3e-05 191
-0.000156 1
0.000166 1
0.000143 7
6e-06 245
-1.9e-05 244
5.1e-05 184
0.000158 1
-9.3e-05 59
0.000135 13
-2.9e-05 240
-7.4e-05 98
-9.7e-05 46
-0.00012 12
-1.5e-05 222
-7.8e-05 77
1e-05 274
-4.6e-05 183
-0.000101 43
-8.8e-05 61
0.000113 46
-0.000141 3
9e-05 96
-8.2e-05 80
6.7e-05 142
-0.000105 35
-4e-06 293
0.000109 72
0.000122 38
-6.3e-05 137
8.6e-05 112
-8.6e-05 66
0.000149 5
-2e-06 301
8e-06 319
6.3e-05 153
-0.000109 34
-0.000122 17
4e-06 256
0.000105 46
-0.000134 12
4.4e-05 212
0.00016 1
8.2e-05 111
-9e-05 70
0.000156 1
0.000141 9
3.2e-05 231
-0.000113 21
0.000101 60
-7.1e-05 101
4.6e-05 209
7.8e-05 129
1.9e-05 258
-6.7e-05 97
0.00012 29
-0.000132 4
9.7e-05 85
1.5e-05 260
7.4e-05 120
2.9e-05 261
-7.6e-05 86
-0.000135 2
0.000124 25
9.3e-05 68
-0.000124 9
7.1e-05 138
-8e-06 280
0.000128 12
-5.1e-05 164
3.8e-05 251
-4.8e-05 173
-0.000143 3
0.000132 16
-5.3e-05 162
2.7e-05 275
-3.2e-05 231
-1.7e-05 289
0.000118 38
0.000147 4
-8.4e-05 77
3.1e-05 241
-5.5e-05 137
1.3e-05 282
-3.4e-05 215
0.000134 16
0.000139 6
-1e-05 279
-0.000114 29
2.5e-05 287
-7.2e-05 116
8.8e-05 89
0.000154 1
-9.5e-05 50
-2.1e-05 234
4.8e-05 197
-3.8e-05 216
-9.9e-05 37
0.000116 48
-0.000126 7
-6.1e-05 145
-0.000137 11
-0.000128 8
2.3e-05 234
-8e-05 98
8e-05 130
6.9e-05 158
-0.000103 30
0.00013 18
0.000111 43
-5.7e-05 134
-0.000145 1
1.1e-05 278
-4.2e-05 232
0.000153 9
-5e-05 145
6.5e-05 169
-0.000107 30
